Filename,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
611.Engel.6.11.98.docx,1,630,21.72,34.6,68.73,42.54,7.62,2.38,0,0.32,0,1.27,0.79,5.24,7.62,8.89,5.4,2.54,3.81,0.63,2.86,12.06,3.97,1.11,3.49,0.32,0,6.67,0.16,0,1.59,4.76,2.7,1.9,0.48,1.27,0,15.87,3.17,1.43,1.43,2.7,3.17,1.27,3.33,1.43,1.11,0.16,0.95,0,0.32,0.32,0,0,0,8.57,1.43,3.81,3.02,2.06,2.06,0.32,0,0.48,2.54,1.27,0,0.16,0,4.76,6.98,0,0.32,0,0,0.79,0,1.59,0,0,14.44
612.Engel.6.19.06.docx,1,160,14.55,28.12,66.25,45.62,8.12,2.5,0.62,1.25,0,0,0.62,5.62,8.75,8.75,8.12,0.62,5,1.88,0.62,11.25,5,0.62,3.12,1.25,0,6.25,0,0,1.25,5,0.62,4.38,3.75,0.62,0,12.5,0.62,0.62,1.88,0,2.5,0.62,6.25,0,1.88,0.62,1.25,0,1.25,1.25,0,0,0,8.12,1.88,3.12,3.12,1.25,0.62,0,0.62,1.25,0,0,0,0,0,7.5,10,0.62,0,0,0,0,0,0.62,0,0,18.75
613.Engel.3.24.98.docx,1,759,16.15,30.83,71.81,46.25,11.46,7.91,1.45,3.16,0,0,3.29,3.56,7.38,11.99,7.77,2.9,6.19,1.19,1.98,10.54,4.61,1.19,1.32,0.92,0,13.44,0,0.26,4.48,3.29,1.71,1.58,0,1.45,0,14.76,1.45,1.58,2.37,1.45,0.79,0.53,5.93,2.5,0.79,0,0.53,0.26,0.79,0,0.53,0.26,0,11.73,1.98,3.95,5.8,2.77,1.84,0.13,0.4,1.05,0,0.66,0,0,0,6.46,6.06,0,0.13,0,0,0.4,0,0.13,0.66,0,14.49
614.Engel.3.24.99.docx,1,220,11,22.73,77.73,49.55,16.82,9.55,2.73,4.55,0,1.36,0.91,7.27,5.91,15,8.64,0.45,10.45,1.82,3.64,10.91,5,0,0.45,0,0.45,12.27,0.45,0.91,1.36,9.55,6.36,2.73,0,2.73,0,15.91,0.45,0.91,3.18,0.91,0.45,1.82,7.73,0.91,2.27,0.91,1.36,0,0,0,0,0,0,8.18,0.91,3.64,2.73,1.82,1.36,1.36,1.36,0,0,3.64,0,0,0,10.91,5,0,0,0,0,0,0,0,0,0,15.91
615.Engel.10.1.98.docx,1,824,17.91,23.3,75.97,49.88,10.07,5.83,0.97,2.79,0,0.97,1.09,4.25,7.52,14.81,9.59,2.43,9.22,1.33,3.52,11.17,5.83,0.97,2.79,0.49,0,9.47,0,0.12,1.94,4,2.18,1.82,0.24,0.49,0.24,14.2,1.58,1.21,2.06,1.09,0.61,0.73,6.55,1.09,1.82,0.24,1.46,0.12,0.24,0.24,0,0,0,14.68,1.94,6.43,6.19,1.82,1.33,0.24,0.73,0.24,0,0.61,0,0.12,0.12,5.46,7.04,0,0.12,0.24,0,0.24,0,0,0,0,13.11
616.Engel.9.11.13.docx,1,185,20.56,27.57,77.84,51.35,15.14,8.11,5.41,1.62,0,1.08,0,7.03,7.57,12.97,8.11,1.08,8.65,2.16,2.7,10.27,8.11,0.54,2.16,0,0,5.41,0,0.54,1.08,4.86,1.62,3.24,0.54,2.7,0,21.62,4.86,2.16,2.16,3.78,1.08,0.54,7.03,2.7,1.62,0.54,1.08,0,1.08,0.54,0.54,0,0,8.11,0.54,5.41,2.7,2.7,2.7,0,0.54,0,0,0.54,0,0,0,5.95,6.49,0,0.54,0,0,0,0,4.32,0,0,17.3
617.Engel.9.30.09.docx,1,136,17,39.71,67.65,41.18,5.88,0.74,0,0.74,0,0,0,5.15,8.09,6.62,3.68,0,5.15,0.74,2.94,13.97,2.94,1.47,1.47,1.47,0,2.21,0,0,0.74,8.82,2.21,6.62,0.74,5.88,0,11.03,2.21,0,2.21,0,1.47,2.21,2.94,1.47,1.47,0,0.74,0,0.74,0.74,0,0,0,12.5,1.47,5.15,5.88,2.21,2.21,0.74,0,0.74,0,0,0,0,0,7.35,5.88,0,0,0,0,0.74,0,1.47,0,0,15.44
618.Foley.9.18.02.docx,1,203,15.62,29.06,77.83,48.77,9.85,6.9,0,2.46,0.49,1.97,1.97,2.96,7.39,11.82,8.37,2.46,7.88,0.49,3.94,11.33,6.4,2.46,0,0.49,0,13.3,0,0,0.49,5.91,3.45,2.46,0,2.46,0,15.27,0.99,0.99,2.96,1.48,0.99,0.49,5.42,4.43,1.48,0,1.48,0,0.99,0,0.49,0,0.49,16.75,2.46,8.87,4.93,3.45,3.94,0.99,0,0.99,0,0.49,0,0.49,0,6.4,8.37,0,0.99,0.49,0,0,0,0,0,0,16.26
619.Gibbons.9.18.02.docx,1,160,16,28.75,69.38,45,7.5,3.75,0.62,0.62,0,0,2.5,3.75,4.38,18.12,13.75,1.25,10,2.5,1.25,8.75,5,1.88,2.5,1.25,0,5,0,0,1.25,2.5,0,2.5,0,2.5,0,20,3.75,1.88,4.38,1.88,5,0,5.62,3.12,3.75,0.62,1.25,0.62,0.62,0.62,0,0,0,12.5,0.62,5.62,6.25,0.62,0.62,0,0,0.62,0,0.62,0,0,0,10.62,5.62,0,1.25,0.62,0,0,0,0.62,0,1.25,20
620.Fortenberry.9.10.13.docx,1,1570,20.13,32.68,75.1,47.39,11.15,5.48,2.04,1.53,0.89,0.45,0.57,5.67,7.39,10.96,7.96,1.27,7.13,1.53,3.63,12.04,5.67,1.27,1.91,0.19,0,8.54,0.13,0.19,1.4,5.73,3.25,2.48,0.38,1.15,0.25,15.22,1.59,1.85,1.15,1.97,1.4,1.78,3.82,2.48,1.27,0.19,0.83,0.19,0.38,0.13,0.19,0.06,0,11.91,1.46,6.05,4.59,2.17,2.29,0.13,0.13,0.7,0.32,0.13,0.06,0.19,0.06,4.78,8.28,0.13,0.19,0.51,0,0.19,0,2.8,0,0,16.88
621.Dent.9.10.13.docx,1,2578,21.48,27.39,76.42,51.36,12.65,6.56,2.64,2.06,0.43,0.85,0.58,6.09,7.02,13.11,7.99,2.6,7.99,0.93,4.42,11.83,6.01,1.44,2.68,0.54,0,8.42,0.08,0.5,0.97,5.39,3.03,2.17,0.35,1.05,0.27,17.3,2.44,1.47,1.32,2.72,1.16,0.97,5,3.3,1.28,0.62,0.47,0.19,0.35,0.23,0.12,0,0,10.59,1.63,5.82,3.14,2.6,2.48,0.19,0.04,0.35,0.78,0.39,0.08,0.12,0.08,5.12,8.07,0.08,0.19,0.27,0,0.58,0,2.64,0,0.04,16.99
622.Foxx.11.15.06.docx,1,191,17.36,32.46,69.11,39.27,6.81,4.19,1.57,2.09,0,0.52,0,2.62,7.85,4.71,4.71,0,1.05,1.57,1.57,13.61,4.71,0.52,0,0,0,6.81,0,1.05,1.05,8.38,4.19,4.19,0.52,3.14,0.52,13.61,1.05,1.57,1.05,0,1.57,2.62,5.24,1.05,2.62,0,1.57,1.05,0,0,0,0,0,15.71,1.57,10.47,2.09,3.66,2.62,0,1.05,0,0,1.05,0,0,0,6.81,3.66,0.52,0,0,0,0,0,1.05,0,0,12.04
623.Foxx.9.20.06.docx,1,240,18.46,32.92,74.17,42.5,8.75,6.25,0,2.5,0,2.5,1.25,2.5,5.83,7.5,5.83,0.83,5.42,0.42,1.67,12.92,5.42,0.83,2.08,0,0,11.67,0,0,3.33,10,5,5,1.67,2.92,0,14.17,0.83,1.67,0.42,1.25,0.42,3.33,5.42,1.67,2.08,0,1.67,0,0.42,0,0.42,0,0,6.25,0,3.75,2.5,1.25,1.67,0,0.42,2.08,1.67,1.25,0,0,0,5.42,7.92,0,0,0,0,1.25,0,0.42,0,0,15
624.Frank.12.20.01.docx,1,885,22.12,28.25,73.9,49.49,10.73,5.65,1.81,2.82,0,0.56,0.45,5.08,6.89,12.66,9.04,2.26,6.33,2.15,2.03,13.11,4.63,2.26,2.6,0.56,0,6.67,0,0,0.9,6.78,2.82,3.84,0.79,2.15,0.34,16.16,1.69,1.13,3.16,1.81,1.58,1.24,3.95,2.82,1.02,0.34,0.56,0.11,0.56,0,0.23,0.11,0.23,10.51,1.02,6.67,2.37,2.03,3.05,0.11,0.23,0.68,0.45,0.23,0,0.11,0,4.86,7.57,0.23,0.11,0,0,0.34,0,0.23,0,0,13.33
625.Franks.8.2.12.docx,1,2879,17.14,33.97,72.56,45.43,10,5.31,0.9,1.32,0.1,0.59,2.4,4.69,6.46,10.11,6.84,1.91,5.04,1.6,3.79,10.7,5.52,1.04,2.26,0.76,0.03,9.1,0,0.07,2.33,4.79,1.95,2.81,0.56,1.49,0.38,14.48,2.33,1.91,1.6,2.26,1.6,1.15,3.79,1.95,2.4,0.24,2.05,0.1,0.59,0.42,0.17,0.03,0,11.43,1.32,4.86,5.07,3.06,2.5,0.03,0.21,0.45,0.56,0.31,0.03,0.03,0.17,6.08,6.77,0.35,0,0.31,0,0.35,0,2.12,0,0,15.98
626.Franks.2.15.13.docx,1,1191,15.67,35.52,70.19,43.49,7.98,2.27,0.34,1.34,0,0.25,0.34,5.71,6.8,7.22,6.47,0.84,4.62,0.92,3.36,11,5.79,1.01,2.69,0.42,0,5.21,0,0,1.85,5.12,1.93,3.11,0.5,1.43,0.42,16.71,2.35,2.52,1.6,2.6,1.85,1.01,5.04,2.35,2.52,0.25,1.76,0.34,0.5,0.42,0.08,0,0,8.48,1.51,3.11,3.69,4.28,3.86,0.5,0.25,0.42,0,0.34,0,0.08,0,6.38,7.56,0.17,0.08,0.5,0,0.59,0,3.02,0,0,18.3
627.Franks.3.25.10.docx,1,3506,16.62,34.48,69.79,42.67,8.19,3.74,0.66,1.25,0.26,0.37,1.2,4.45,6.62,10.04,7.05,1.65,4.59,1.48,3.54,11.15,4.96,0.74,1.68,0.6,0.03,7.53,0.06,0.06,2.37,5.9,2.08,3.79,0.6,2.51,0.37,12.58,1.6,1.71,1.34,1.34,1.23,0.91,4.11,1.37,2.4,0.2,1.94,0.2,0.54,0.26,0.2,0.09,0,12.46,1.48,5.65,4.93,2.82,2.6,0.14,0.11,0.57,0.91,0.37,0.03,0.03,0.06,6.53,5.85,0.14,0,0.2,0,0.6,0,2.37,0,0.03,15.72
628.Franks.9.15.05.docx,1,1583,17.79,37.65,67.4,41.12,7.52,1.52,0,0.44,0,0.69,0.38,6,7.71,8.84,6.7,0.32,5.69,1.45,2.59,11.81,4.3,0.76,1.39,0.13,0,5.18,0,0,2.08,4.93,3.1,1.83,0.19,1.2,0.32,12.82,1.33,2.15,1.77,1.07,1.96,0.82,3.6,1.01,1.58,0.32,1.07,0.06,0.32,0.13,0.19,0,0,10.04,0.82,4.93,3.85,3.54,2.91,0.19,0,0.38,0.57,0.32,0.06,0.06,0,6.19,5.5,0.06,0.06,0.19,0,0.44,0,5.31,0,0,17.75
629.Franks.9.29.08.docx,1,1525,23.46,36.07,69.97,42.16,10.1,4.13,1.7,1.7,0.13,0.13,0.46,5.97,6.49,10.03,5.9,1.44,5.51,0.85,3.21,10.75,4.52,0.13,2.03,1.05,0,5.05,0.07,0,0.66,5.25,3.61,1.64,0.46,0.85,0.26,12.13,1.44,2.03,1.05,0.79,1.05,1.05,4.52,0.72,2.1,0.13,1.7,0.13,0.46,0.39,0,0,0.07,12.33,1.05,5.7,5.05,3.87,2.89,0.39,0.33,1.44,0.33,0.26,0,0,0.07,4.79,6.49,0.07,0,0.13,0,0.39,0,1.97,0,0.13,13.97
630.Garrett.6.19.09.docx,1,174,15.82,37.36,74.14,43.68,8.62,5.17,2.3,1.15,0,0.57,1.15,3.45,9.2,10.92,6.9,4.02,4.6,0,2.87,9.77,5.75,0,1.15,0.57,0,9.77,0.57,0,1.15,6.9,3.45,3.45,0,2.3,0,12.64,2.3,2.3,0,1.15,1.15,1.15,5.75,0,1.15,0,1.15,0,0.57,0,0.57,0,0,9.2,1.15,3.45,4.6,1.72,1.72,1.72,0.57,0,1.72,1.15,0,0,0,5.75,5.75,0,0,0.57,0,0.57,0,0.57,0,0,13.22
631.Gibbons.8.7.98.docx,1,192,12.8,29.17,75.52,48.96,13.02,7.81,2.08,2.6,0.52,0,2.6,5.21,6.25,12.5,9.38,1.04,9.9,1.04,4.69,8.33,3.65,1.56,2.08,0.52,0,7.81,0,0,1.04,8.33,4.69,3.65,0,2.08,0.52,14.58,1.56,1.56,1.56,2.6,0.52,2.08,3.12,3.12,2.08,0,1.04,0.52,1.04,1.04,0,0,0,16.15,0.52,8.33,6.77,0.52,0,1.04,0,0,0,0,0.52,0.52,0,8.85,6.77,0,0,1.04,0,0,0,1.04,0,0,17.71
632.Gibbons.1.27.03.docx,1,155,17.22,34.19,68.39,43.87,7.1,2.58,0,1.94,0,0.65,0,4.52,5.81,9.68,7.1,0.65,6.45,0.65,3.23,11.61,6.45,1.29,2.58,0.65,0,6.45,0,0,1.29,3.87,1.94,1.94,0,1.94,0,17.42,1.29,2.58,0.65,0.65,3.23,3.23,6.45,1.29,0.65,0,0.65,0,0,0,0,0,0,13.55,0,5.16,8.39,3.23,1.94,0,0,0,0,0,0,0,0,8.39,5.81,0,0,0,0,0.65,0,0,0,0,14.84
633.Gibbons.1.28.03.docx,1,176,17.6,29.55,70.45,43.75,10.23,7.39,0,3.41,0,3.98,0,2.84,5.68,11.93,9.09,2.84,6.25,1.7,5.11,6.82,5.11,2.27,1.7,0,0,11.36,0,0,0.57,9.09,2.84,5.68,1.7,3.41,0,18.18,1.14,2.27,1.7,0.57,1.7,1.7,6.25,2.84,1.7,0,1.14,0.57,0.57,0.57,0,0,0,6.82,0,3.41,3.98,1.14,1.7,1.14,0,0.57,0,1.14,0.57,0,0.57,6.25,6.25,0,0,0,0,1.7,0,2.84,0,0,17.05
634.Gibbons.9.25.02.docx,1,164,13.67,31.71,68.9,42.07,6.71,4.27,0.61,1.83,0,0,1.83,2.44,7.93,12.2,7.32,1.83,4.88,1.83,1.22,10.37,6.1,2.44,1.22,0,0,6.71,0,0,1.22,4.27,0.61,3.66,0,1.83,1.22,22.56,1.83,4.27,3.66,1.22,4.88,1.22,5.49,3.66,1.83,0,1.83,0,0,0,0,0,0,10.37,1.22,4.27,4.88,3.66,3.05,0,0,0,0.61,0,1.22,0,0,14.63,6.71,0,0,0,0,0,0,0.61,0,0,21.95
635.Wu.9.25.02.docx,1,128,18.29,33.59,71.09,39.84,7.81,6.25,3.12,2.34,0,0.78,0,1.56,7.03,9.38,4.69,2.34,4.69,0.78,3.12,9.38,6.25,0.78,0.78,0,0,7.81,0.78,0.78,1.56,8.59,1.56,7.03,1.56,4.69,0.78,17.97,0.78,2.34,3.12,3.91,2.34,1.56,4.69,3.91,1.56,0,1.56,0,0,0,0,0,0,8.59,1.56,3.91,3.12,3.12,2.34,0,0.78,0.78,0.78,3.12,0.78,0,0,7.03,10.94,0.78,0,0,0,0,0,4.69,0,0,23.44
636.Gilman.8.3.98.docx,1,580,14.15,36.21,67.93,39.48,10.52,5.17,2.76,1.21,0,0.52,0.69,5.34,5.34,8.1,3.97,1.21,3.62,0.69,2.76,12.93,3.45,0.69,1.21,0,0,6.55,0,0.86,1.55,5.17,2.93,2.24,0,1.9,0.17,13.45,3.1,1.03,0.69,0.52,1.38,1.38,4.66,0.69,1.55,0.17,1.38,0,0.17,0,0.17,0,0,13.79,1.9,6.55,5,3.45,0.69,0.17,0,0.34,0.17,0,0,0,0,12.59,3.79,0.17,0,0,0,0.17,0,1.55,0.17,0,18.62
637.Hamilton.8.3.98.docx,1,953,17.98,34.52,74.92,46.38,10.7,5.46,2.73,2.31,0.1,0.31,0,5.25,8.18,10.7,5.67,0.73,7.97,1.47,2.41,13.22,3.25,1.47,1.57,1.05,0,6.93,0,0.1,0.84,7.14,4.62,2.41,0.42,0.42,0.31,20.36,5.35,3.88,1.78,1.05,0.52,1.78,4.62,1.47,0.63,0.1,0.42,0.1,0.21,0.21,0,0,0,8.92,1.89,4.62,2.1,4.09,4.2,0,0.1,0.21,0,0.1,0.1,0,0,8.5,5.56,0,0.21,0,0,0,0,1.57,0.1,0,16.05
638.Gilman.10.5.98.docx,1,1080,16.62,30.74,72.31,45,10.56,6.85,2.04,2.87,0,1.39,0.56,3.7,6.3,9.35,5.56,1.11,4.07,1.39,1.76,15,4.17,0.93,1.76,1.67,0,8.43,0,0.19,1.76,4.07,2.31,1.76,0.09,1.2,0.19,15.09,1.02,2.78,1.3,1.67,1.02,1.67,4.44,1.76,1.3,0,1.3,0,0.19,0,0.19,0,0,14.26,1.85,6.11,5.83,3.33,3.15,0.37,0.09,1.57,0,0,0.09,0,0,9.35,5.65,0.09,0.09,0.09,0,0.46,0,0.46,0.65,0.46,17.96
639.Paul.10.5.98.docx,1,2735,13.61,22.49,80.4,55.54,15.65,8.67,2.16,4.53,0.15,0.55,1.28,6.98,5.63,14.19,9.8,1.72,9.65,1.54,4.61,11.55,5.89,1.97,2.49,0.37,0,11.26,0.04,0.26,1.5,5.59,2.89,2.56,0.29,1.57,0.04,20.22,2.05,2.19,1.76,2.16,1.39,1.35,7.46,3.14,1.68,0.11,1.43,0,0.15,0.04,0.11,0,0,9.32,1.46,4.24,3.36,2.56,2.08,0.04,0.07,1.79,0.11,0.69,0.18,0.18,0.18,7.24,5.74,0.07,0.15,0.77,0,0.15,0,0.44,0,0.04,14.59
640.Hamilton.10.5.98.docx,1,1079,13.49,29.47,75.25,48.84,10.57,5.75,2.78,2.32,0.09,0.19,0.37,4.82,7.69,11.77,8.53,0.83,7.6,1.48,3.43,12.33,3.71,1.2,2.32,1.2,0,6.21,0,0.09,0.83,4.82,3.24,1.39,0.28,0.28,0.19,17.52,2.32,2.04,1.85,2.5,1.02,2.87,4.36,1.95,1.39,0.09,0.83,0.37,0.19,0.09,0.09,0,0,8.06,1.67,3.99,2.41,4.63,3.24,0,0,2.5,0,0.09,0,0.09,0.09,9.08,5.19,0,0.09,0.09,0,0.19,0,0.09,0,0,14.74
641.Rohrabacher.10.5.98.docx,1,845,17.6,25.09,77.87,54.56,15.15,7.22,0.47,5.33,0,0.71,0.71,7.93,6.27,13.02,10.06,2.72,6.75,1.89,4.26,11.24,5.09,2.96,0.95,0.36,0,12.31,0,0.47,2.6,8.52,4.5,4.02,0.24,2.96,0.36,16.57,1.54,0.71,2.37,1.18,0.95,1.18,5.92,4.02,0.83,0.12,0.59,0.12,0.59,0.47,0.12,0,0,10.41,0.83,5.8,3.31,1.54,1.42,0,0.24,0.36,0,1.3,0.12,0.36,0.12,5.92,6.27,0,0,0.36,0,0.12,0,0.59,0.24,0,13.73
642.Gingrey.7.12.06.docx,1,155,11.92,43.23,61.29,29.03,9.03,5.81,1.94,3.23,0.65,0,0,3.23,4.52,7.1,3.87,1.29,2.58,0.65,1.29,10.32,1.94,0.65,0,0,0,7.74,0,0,2.58,6.45,3.23,3.23,0,2.58,0,8.39,1.94,1.94,0.65,0,0.65,0,3.87,0,3.23,0,2.58,0.65,0,0,0,0,0,16.13,3.23,9.03,3.23,3.23,1.29,0,0,0,0,0,0,0,0,8.39,6.45,0,0,0,0,3.23,0,1.29,0,0,19.35
643.Gosar.9.10.13.docx,1,162,16.2,22.22,77.16,54.32,14.81,4.94,1.23,3.7,0,0,0,9.88,6.17,14.81,12.96,1.85,8.64,1.85,2.47,12.35,3.7,4.32,0.62,0.62,0,9.88,0,1.23,1.85,8.02,2.47,5.56,0.62,3.7,0.62,16.67,1.23,3.09,1.23,1.23,1.23,0.62,4.32,4.32,1.23,0,1.23,0,0.62,0,0,0,0.62,9.26,0.62,6.17,2.47,0.62,1.23,0,0,0,0,1.23,0,0,0,6.79,6.79,0,0,0,0,0,0,0,0,0,13.58
644.Pittenger.9.10.13.docx,1,173,13.31,25.43,81.5,49.13,11.56,4.05,1.73,1.73,0,0,0.58,7.51,6.36,11.56,9.83,1.16,6.94,1.73,2.31,12.14,5.78,0.58,1.73,0.58,0,8.09,0.58,0,2.31,6.94,2.89,4.05,0,3.47,0,13.29,2.31,1.73,2.31,1.16,0.58,1.73,4.62,1.16,2.31,0,1.16,1.16,2.31,1.73,0.58,0,0,16.18,2.31,7.51,5.78,2.89,3.47,0.58,0.58,0,0.58,0,0,0,0,6.94,6.94,0,0,0.58,0,0,0,1.73,0,0,16.18
645.Grucci.9.25.02.docx,1,587,16.31,36.8,66.95,35.26,5.28,2.9,0.68,1.7,0,0.34,0.17,2.39,3.75,12.44,5.45,1.7,3.92,1.7,1.7,14.48,3.07,1.36,1.87,0,0,5.62,0,0,0.34,8.01,2.21,5.79,1.36,3.58,0.51,15.67,2.73,2.04,1.02,0.85,1.53,3.24,3.07,1.7,0.68,0.17,0.34,0,0,0,0,0,0,16.18,3.24,5.62,7.33,1.87,1.7,0,0,0.17,0,0.51,0.17,0,0,6.47,6.47,0.17,0,0,0,0.17,0,0.68,0,0,13.97
646.Hall.6.3.98.docx,1,217,14.47,23.5,80.18,50.69,12.44,7.37,3.23,0.92,0,0,3.23,5.07,3.23,13.36,9.22,3.23,6.91,1.38,2.76,9.22,5.99,3.69,3.23,1.84,0,9.68,0.46,0,3.23,5.53,1.84,3.69,0.46,0.92,0.46,14.29,0.46,0.92,0.46,1.38,2.3,0,4.15,5.53,2.3,1.84,0.46,0,1.84,0.92,0.46,0,0.46,14.75,1.84,6.45,6.91,0,1.84,0.46,1.38,0,0,2.3,0.46,0.46,0.92,7.37,8.76,0,0,0,0,0.46,0,1.38,0,0,17.97
647.Herger.5.7.09.docx,1,103,14.71,42.72,62.14,33.98,9.71,3.88,2.91,0.97,0,0,0,5.83,4.85,5.83,4.85,0.97,2.91,1.94,1.94,9.71,3.88,0,0,0,0,1.94,0,0,0,11.65,6.8,4.85,0,3.88,0.97,9.71,0.97,0.97,3.88,0,0,0,3.88,0,0.97,0,0.97,0,0,0,0,0,0,8.74,3.88,3.88,0.97,0.97,7.77,0.97,0,0.97,0,0.97,0,0,0,6.8,2.91,0,0,0,0,0,0,3.88,0,0,13.59
648.Hoeffel.3.4.03.docx,1,700,15.91,33.29,73.57,45.57,11.14,5.86,1.14,3.86,0,0.43,0.43,5.29,6.43,12.43,8,2,6.71,2.14,1.86,10.43,5,2.14,1.86,0.29,0,8.71,0,0.29,0.29,7.14,4.86,2.29,0.14,1.43,0.29,18.43,1.86,2.14,2.57,2.43,2.43,0.86,6.14,3.29,0.57,0.14,0.43,0,0.29,0.14,0.14,0,0,10.43,0.86,5.14,4.29,5.86,4.57,0,0,0.29,0,0.43,0.14,0,0,6.71,4.71,0.14,0.14,0.29,0,0.57,0,0.14,0,0,12.71
649.Holding.9.9.13.docx,1,138,19.71,34.06,73.91,43.48,10.14,7.25,2.9,2.9,0,0,1.45,2.9,7.25,8.7,6.52,1.45,5.07,0.72,0.72,9.42,5.07,1.45,2.9,0,0,7.25,0,0.72,0.72,9.42,3.62,5.8,1.45,2.17,2.17,10.87,0.72,0.72,0.72,0.72,2.17,0,5.8,0.72,2.17,0,2.17,0,0,0,0,0,0,13.77,2.17,5.8,6.52,7.97,7.25,0,0,0,0,0,0,0,0.72,5.07,7.97,0,0,0,0,0.72,0,2.9,0,0.72,17.39
650.Holt.3.5.03.docx,1,739,33.59,34.1,73.48,43.57,7.44,2.98,0.68,1.62,0.14,0,0.54,4.47,8.8,7.98,4.6,0.27,4.06,1.62,1.22,15.02,4.87,0.68,1.89,0,0,6.9,0,0,1.76,6.36,3.52,2.71,0.81,1.49,0,18.4,2.44,2.44,1.08,1.35,1.49,2.84,5.55,1.35,0.68,0.27,0.27,0,0.27,0,0.27,0,0,10.28,1.89,6.77,1.62,4.33,3.52,0,0.14,0.68,0.27,0.14,0,0.14,0,4.87,6.63,0.14,0.14,0,0,0.27,0,2.98,0.41,0,15.83
651.Hoyer.3.10.98.docx,1,914,19.87,35.56,68.82,43.22,7.44,3.61,1.31,0.98,0,0.33,0.98,3.83,8.97,7.66,4.92,1.53,3.72,0.98,1.53,14.22,5.25,0.88,1.53,0.66,0,7.55,0.11,0.33,2.52,4.27,1.75,2.52,0.44,1.86,0,13.35,1.42,1.31,1.64,1.2,1.2,1.97,4.7,1.09,1.09,0.22,0.88,0,0.44,0,0.33,0.11,0,13.35,1.75,7.33,4.16,2.3,1.86,0.22,0.33,0.22,0.33,0.11,0.22,0,0,6.02,7.88,0,0,0.11,0,0.55,0,0.77,0.55,0.33,16.74
652.Hunter.7.24.98.docx,1,148,16.44,37.84,67.57,45.27,6.08,2.7,0,2.03,0,0.68,0,3.38,12.16,8.11,8.11,2.7,4.05,0.68,3.38,10.14,2.03,0,3.38,1.35,0,8.11,0,0,4.73,4.73,0.68,4.05,0.68,2.03,0,5.41,0,0,0.68,0,0.68,1.35,1.35,0.68,1.35,0,1.35,0,2.03,0.68,1.35,0,0,10.81,0,1.35,8.78,4.05,4.73,0,0,0,0,0,0,0.68,0,7.43,5.41,0,0,0,0,0,0,0,1.35,0,15.54
653.Hunter.1.27.03.docx,1,1801,23.09,27.6,72.35,50.69,14.49,7.33,1.17,1.94,0.11,1.17,2.94,7.16,6.44,13.38,8.22,2.61,7.44,0.56,3.11,11.77,4.55,1,2.33,0.61,0.06,9.55,0,0.17,1.11,4,1,3,0,2.33,0.5,13.05,2,1.89,0.67,1.5,0.83,0.28,4.78,1.61,1.61,0.17,1.28,0.22,0.39,0.17,0.17,0,0.06,10.16,1.44,6,2.61,4.16,2.39,0.28,0.28,0.06,0,0.11,0.06,0.06,0.06,4.78,8.61,0.11,0.39,0.17,0,0.17,0,1.55,0.06,0,15.88
654.Saxton.1.27.03.docx,1,1506,20.08,27.95,77.16,50.86,14.21,8.23,2.32,3.19,0.66,0.46,1.59,5.98,7.5,11.55,7.97,2.86,6.91,0.86,3.72,10.82,5.51,1.53,1.86,0.27,0,12.48,0.13,0.07,2.46,5.18,1.93,3.25,0,3.05,0.07,15.27,3.12,1.06,1.53,2.86,1.2,0.53,5.05,2.92,2.12,0.4,1.53,0.13,0.27,0.27,0,0,0,9.36,1.13,4.12,3.98,3.92,0.86,0.66,0.13,0.07,0.07,0.33,0,0.07,0,4.78,6.77,0.33,0.13,0.4,0,0,0,0.4,0.4,0,13.61
655.Inslee.3.13.03.docx,1,5312,26.04,26.54,76.62,52.07,12.73,6.55,2,2.77,0.09,0.87,0.83,6.17,7.76,13.44,9,2.67,8.38,1.13,2.54,11.97,5.57,1.15,1.68,1.11,0,8.15,0.09,0.21,0.81,5.25,2.67,2.47,0.11,1.49,0.34,16.64,2.41,2.01,1.68,1.73,1.26,0.88,5.85,2.15,1.09,0.26,0.73,0.08,0.34,0.13,0.17,0,0.04,11.5,1.32,6.23,3.67,2.39,3.18,0.17,0.32,0.87,0.26,0.56,0.09,0.04,0.04,4.24,5.8,0,0.3,0.23,0,0.26,0,0.38,0.09,0.11,11.5
