Filename,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
656.Kind.3.13.03.docx,1,782,23.7,25.83,79.41,51.41,12.53,6.39,2.56,2.56,0.26,0.26,0.77,6.14,7.16,11.76,7.16,0.9,9.21,0.77,4.73,11.89,5.75,0.77,2.3,0.38,0,7.93,0.13,0.26,1.28,6.14,4.86,1.28,0.13,0.51,0.26,19.05,2.69,1.79,1.92,2.56,1.28,0.77,6.14,2.43,0.77,0,0.51,0.26,0.38,0,0,0.13,0.26,13.3,1.92,6.91,3.84,1.79,3.32,0.13,0.38,0.38,0,0.13,0,0.13,0,4.09,4.35,0.13,0,0.13,0,0.13,0,0.26,0.26,0,9.59
657.Inslee.3.5.03.docx,1,808,18.36,28.47,77.97,48.14,13.12,6.56,1.73,2.85,0,1.11,0.87,6.56,6.44,12.62,7.43,2.48,7.43,1.36,2.97,11.39,3.71,1.24,2.1,1.36,0,10.4,0.25,0,2.1,5.32,1.98,3.22,0,1.98,0.62,17.33,2.6,2.1,2.48,1.24,0.87,1.36,5.07,2.23,1.73,0.37,1.24,0.12,0.5,0.12,0.37,0,0,12.75,1.11,7.8,3.96,1.61,2.23,0.12,0.12,0.87,0.25,1.24,0,0,0.37,5.07,5.57,0.25,0.25,1.24,0,0.25,0,1.11,0,0,13.74
658.Jackson-Lee.12.15.09.docx,1,734,27.19,26.29,72.48,50.27,13.62,5.86,1.5,1.77,0.14,0,2.45,7.77,7.08,11.58,7.63,2.32,6.54,1.09,2.59,12.94,5.04,0.68,1.77,0.41,0,9.13,0.54,0.14,0.95,4.5,2.72,1.77,0.41,0.68,0.54,12.4,1.09,0.95,2.18,1.5,0.68,0.68,5.31,1.23,1.23,0.27,0.54,0.27,0.27,0.14,0,0.14,0,11.44,2.18,7.22,1.77,2.32,2.04,0.27,0.41,0.27,0.14,0.68,0.14,0,0,4.22,7.08,0.14,0.27,0.14,0,0,0,0.54,0,0,12.4
659.Jackson-Lee.2.27.03.docx,1,192,19.2,27.6,65.62,42.71,9.38,4.17,2.6,1.56,0,0,0,5.21,5.73,9.9,6.77,1.04,3.65,1.04,0.52,14.06,4.17,1.04,1.56,1.04,0,8.33,0,0,2.6,6.77,4.17,2.6,0,2.08,0.52,11.46,2.6,0,1.04,1.56,0.52,2.08,3.12,1.56,4.17,0,2.6,0,0,0,0,0,0,5.73,0,5.21,0.52,1.04,0.52,0.52,0,0,0,0.52,0,0,0,5.73,6.25,0,0,0,0,0,0,0,0,0.52,12.5
660.Jackson-Lee.7.7.04.docx,1,194,21.56,33.51,77.32,48.97,9.28,3.09,1.03,1.55,0,0,0.52,6.19,8.25,9.28,8.25,1.03,5.15,1.03,2.06,15.98,4.64,0,0,1.55,0,7.22,0.52,0,4.12,7.73,1.55,6.19,0.52,4.64,0,9.28,1.55,0,0,0,0,1.03,6.19,0.52,1.03,0,1.03,0,0.52,0,0.52,0,0,13.92,1.03,7.73,4.12,1.55,1.03,0.52,1.55,0,0,3.09,0,0,0,5.15,5.67,0,2.58,0,0,0,0,0,0,0,13.4
661.Jackson-Lee.7.13.04.docx,1,392,20.63,30.1,78.57,49.23,14.8,7.91,3.32,4.08,0,0,0.51,6.89,5.1,12.24,6.89,1.28,7.4,1.53,1.53,13.78,5.36,1.53,0.77,1.02,0,11.73,0.26,0.51,3.06,8.42,4.59,3.83,0,2.04,1.02,17.35,4.08,2.81,1.28,1.02,1.28,0.26,6.89,1.28,2.04,0.77,1.28,0,0.77,0.26,0.51,0,0,11.73,2.04,7.14,2.3,2.3,2.81,0.26,0.51,0.51,0,1.79,0,0,0,5.36,5.36,0,0,0,0,0.26,0,0,0,0.26,11.22
662.Jackson-Lee.7.15.04.docx,1,878,14.88,28.7,73.92,47.84,11.39,5.92,1.14,3.08,0,0.34,1.37,5.47,7.63,11.28,8.31,2.39,5.81,1.94,2.51,11.62,4.21,0.91,1.82,0.57,0,10.71,0,0.11,2.51,3.42,1.82,1.59,0.46,0.8,0.11,16.4,1.71,1.59,1.82,1.14,1.59,1.71,6.72,1.48,1.59,0.68,0.8,0,0.8,0.46,0.11,0.11,0.11,12.19,2.51,5.35,4.1,2.51,1.14,0.23,0.34,0.34,0,1.14,0,0,0,6.95,4.9,0,0.34,0.23,0,0.68,0,1.14,0.23,0,14.69
663.Jackson-Lee.6.8.12.docx,1,176,11.73,25,78.98,47.73,11.36,6.82,3.98,2.27,0.57,0,0,4.55,8.52,12.5,7.95,1.7,9.09,1.14,0.57,15.34,3.41,1.7,0.57,0,0,8.52,0,0.57,2.27,6.25,4.55,1.7,0,0.57,0.57,15.91,1.7,0,1.7,0,1.7,2.84,6.82,2.27,1.7,0.57,1.14,0,1.7,0,1.7,0,0,15.91,4.55,6.82,3.41,1.7,1.7,0,0.57,0,0,1.14,0,0,0,8.52,7.95,0,0,0,0,0,0,0,0,0,16.48
664.Jackson-Lee.6.9.05.docx,1,178,14.83,29.21,72.47,51.12,12.36,5.62,0.56,5.06,0,0,0,6.74,11.24,13.48,10.11,2.81,5.62,2.25,0.56,9.55,3.93,1.69,1.12,1.69,0,8.99,0,0,1.69,2.81,0.56,2.25,0,1.69,0.56,15.73,0.56,0.56,3.37,1.12,2.81,1.69,7.3,1.69,1.12,0,0.56,0.56,1.69,0.56,1.12,0,0,10.11,2.81,3.93,3.37,3.37,1.69,0,0,0,0.56,1.69,0,0,0,7.3,5.62,0,0,0.56,0,0,0,0,0,0.56,14.04
665.Jackson-Lee.6.17.02.docx,1,1281,21,29.59,74.94,46.37,10.93,5.46,1.8,2.42,0,0.86,0.39,5.46,6.17,11.4,7.1,2.19,6.87,0.78,2.42,12.18,6.09,1.48,1.72,0.23,0,8.04,0,0,1.25,6.25,2.42,3.83,0.86,2.42,0.47,18.5,3.51,1.95,1.48,1.95,0.7,1.09,6.48,2.5,1.25,0.16,0.7,0.16,0.86,0.23,0.39,0,0.23,12.57,3.51,7.26,1.8,3.36,2.81,0.16,0.08,0.31,0,0.62,0.23,0.31,0.23,6.4,5.46,0,0.16,0.31,0,0.78,0,0.94,0,0,14.05
666.Jackson-Lee.9.4.02.docx,1,185,20.56,27.57,81.62,51.89,11.89,7.03,4.32,2.7,0,0,0,4.86,5.95,16.22,10.27,2.7,9.19,2.7,1.08,12.97,7.03,1.08,2.7,0,0,10.27,0,0,2.16,7.03,4.32,2.7,0,2.16,0.54,15.68,1.62,1.08,2.16,2.7,1.08,0.54,6.49,2.7,2.7,0,2.7,0,0,0,0,0,0,11.89,1.62,7.57,2.7,3.24,2.16,0,1.08,0.54,0,2.16,0,0,0,4.86,4.86,0,0,0,0,1.08,0,0.54,0,0,11.35
667.Jackson-Lee.10.15.02.docx,1,277,17.31,27.08,79.42,49.1,9.75,5.42,1.08,3.97,0,0,0.36,4.33,9.03,9.75,6.5,3.25,5.42,0.72,3.61,13.72,5.78,2.17,1.81,0.72,0,10.83,0,0,1.08,9.03,5.05,3.97,1.81,1.08,1.08,15.88,3.97,2.89,0.36,2.89,0.36,0,4.69,2.53,1.81,0.36,0.72,0.72,0,0,0,0,0,10.83,1.44,5.05,3.97,0.72,3.25,0.36,0.36,0,0,0.36,0.36,0.36,0,3.97,6.86,0.36,0,2.53,0,0,0,0,0,0,13.72
668.Jackson-Lee.3.18.03.docx,1,736,19.89,28.26,77.04,49.46,13.99,7.34,2.58,3.53,0,1.09,0.14,6.66,6.39,10.6,7.07,2.04,6.39,0.82,2.45,11.68,6.66,1.36,0.95,0.14,0,10.46,0,0.68,2.04,5.84,2.72,2.85,0.27,2.17,0.27,17.8,2.99,1.22,0.95,2.17,1.22,0.82,7.34,2.45,3.53,0.41,2.99,0.14,1.22,0.68,0.41,0,0.14,9.51,1.77,5.16,2.04,2.99,2.31,0.14,0.41,0.27,0,1.49,0.14,0,0,5.03,8.97,0,0.41,0.14,0,0.14,0,0.14,0.27,0,15.35
669.Jackson-Lee.9.19.06.docx,1,680,23.45,28.53,78.68,50.74,10.88,5.15,1.47,1.62,0.59,0.15,1.32,5.74,7.65,10.44,5.88,2.06,6.47,0.88,3.09,13.09,7.21,2.06,1.91,1.47,0,10.15,0,0.29,2.06,5.88,1.76,4.12,0.15,2.21,0.44,16.18,1.91,2.06,2.06,2.35,0.74,0.44,6.03,2.94,1.32,0.59,0.44,0.29,1.91,1.03,0.29,0.59,0,12.06,2.65,5.29,3.24,3.38,1.76,0.15,0.29,0.74,0.15,0.44,0,0.15,0,3.38,6.03,0.15,0,0.88,0,0,0,0.44,0,0,10.88
670.Jackson-Lee.6.23.09.docx,1,215,19.55,26.98,75.81,50.7,13.95,7.91,0.93,4.19,0,0.93,1.86,6.05,9.3,9.77,6.51,2.33,5.58,0.93,1.86,12.09,6.05,2.33,0.93,0,0,18.14,0.47,0.47,1.86,5.12,4.65,0.47,0,0,0.47,15.81,0.93,0.47,0.93,0.93,1.86,0.93,6.98,3.26,1.4,0,1.4,0,2.33,0.93,1.4,0,0,7.91,0.47,4.65,2.79,0.93,1.4,0,0,0.47,0,0,0,0,0,5.12,6.05,0,0,0,0,2.33,0,0.93,0,0,14.42
671.Jackson-Lee.3.17.11.docx,1,230,13.53,20.87,80,56.09,17.83,12.61,0.87,7.83,0.43,3.48,0,5.22,5.65,12.17,10,3.04,7.83,0.87,3.91,8.26,9.57,1.74,0.43,0.43,0,18.7,0.87,0,2.17,6.96,5.65,1.3,0,1.3,0,18.26,0.43,0.43,1.3,0.43,1.74,0.43,10.87,3.04,2.17,0.87,1.3,0,2.17,0.87,0.43,0,0.87,11.3,2.17,5.22,3.04,0,2.17,0,0,0,0,2.17,0,0,0,6.96,7.39,0,0,0.87,0,0.87,0,0,0,0,16.09
672.Jackson-Lee.3.5.12.docx,1,200,13.33,24.5,78.5,43,10,4,1,2,0.5,0,0.5,6,8,13,7,2.5,6,2,2.5,10,5.5,1,0.5,0,0,10,0,0.5,4.5,6,2,4,0.5,3,1,14,0.5,1,4,1,1.5,1.5,5,2,2.5,2,0.5,0,1.5,0.5,0.5,0,0.5,15.5,5,6,5.5,0.5,2.5,0.5,1,0,0,2.5,0,0.5,0,7.5,6.5,0,0,0,0,0.5,0,1.5,0,0,16
673.Jackson-Lee.3.19.12.docx,1,167,16.7,28.74,76.65,46.11,8.38,4.79,0,2.4,0.6,0,1.8,3.59,10.78,9.58,6.59,0,7.78,1.2,2.99,10.18,5.39,1.2,1.8,0,0,11.38,0,0,4.79,4.79,1.8,2.99,0.6,2.4,0,19.16,1.2,1.8,2.4,1.8,0.6,2.4,7.78,1.8,1.8,1.2,0.6,0,0.6,0,0.6,0,0,10.78,1.8,5.39,3.59,1.8,1.2,0,0,0,0,1.2,0.6,0,0,4.19,4.19,0,0.6,2.4,0,0,0,0.6,0,0,11.98
674.Jefferson.9.20.06.docx,1,791,18.4,22,82.43,54.99,13.4,5.31,0.51,3.92,0,0,0.88,8.09,5.69,14.16,8.98,1.26,11.25,0.13,3.92,13.15,6.57,1.26,4.42,1.64,0,9.99,0,0.13,2.78,4.55,2.4,2.15,0.13,1.14,0.63,16.81,0.88,2.65,1.52,3.03,1.64,0.25,6.57,2.02,2.78,0.63,1.52,0.38,1.26,0.25,0.38,0.38,0.25,14.66,2.15,8.72,3.29,1.39,1.01,0.13,0,0.13,0,0.76,0,0,0,4.55,5.94,0,0.76,1.14,0,0.25,0,0.88,0,0,13.53
675.SamJohnson.2.10.99.docx,1,136,11.33,31.62,75,42.65,9.56,7.35,0,4.41,0,1.47,1.47,2.21,8.82,8.82,5.15,2.21,4.41,0.74,4.41,10.29,4.41,0.74,1.47,1.47,0,12.5,0,0,2.21,5.15,3.68,1.47,0,0,0,11.76,1.47,1.47,0.74,0,2.21,0,6.62,0,1.47,0,1.47,0,0,0,0,0,0,14.71,1.47,7.35,5.15,4.41,6.62,0,0,1.47,0,0,0,0,0,12.5,6.62,0,0,0.74,0,0.74,0,0.74,0,0.74,22.06
676.SamJohnson.6.25.09.docx,1,114,16.29,39.47,67.54,42.11,7.02,3.51,0.88,2.63,0,0,0,3.51,9.65,8.77,4.39,0.88,5.26,0,2.63,14.91,4.39,0.88,0.88,0.88,0,6.14,0,0,1.75,7.89,2.63,5.26,0,3.51,0.88,9.65,0.88,0.88,1.75,0,0,1.75,2.63,1.75,0.88,0,0.88,0,0.88,0.88,0,0,0,14.91,1.75,11.4,1.75,3.51,3.51,0,0.88,0.88,0,0,0,0,0,6.14,7.89,0,0,0,0,0,0,2.63,0,0,16.67
677.Kaptur.2.29.12.docx,1,196,14,33.16,75,45.92,8.16,6.12,3.06,1.53,0,1.02,0.51,2.04,8.16,10.2,8.16,0,6.63,0.51,2.04,11.22,5.61,1.53,3.57,1.02,0,8.16,0,1.53,3.06,4.59,1.53,3.06,0.51,2.55,0,11.73,1.53,2.55,0.51,1.02,1.02,0,4.08,1.02,2.04,0,2.04,0,0,0,0,0,0,17.35,2.04,9.18,5.61,3.57,1.02,0,1.02,0.51,0.51,2.04,0,0,0,7.65,4.59,0,0,0.51,0,0.51,0,2.04,0,0,15.31
678.Kaptur.10.7.02.docx,1,775,25,24,71.35,47.61,12.26,5.81,2.32,2.06,0,0.65,0.77,6.45,7.74,10.84,5.42,4.65,4.26,0.9,3.61,13.42,5.68,0.39,1.03,0.52,0,7.61,0.13,0.26,0,3.74,2.06,1.68,0.26,1.29,0.13,11.23,1.55,1.42,1.16,1.29,1.42,0.26,4.26,1.42,1.16,0.65,0.13,0.13,0.26,0.26,0,0,0,13.29,1.29,5.29,6.58,4.52,2.97,0.26,0.52,0.9,0.13,0.39,0,0,0,2.84,8.26,0,0.26,1.94,0,0.39,0,0.77,0,0,14.45
679.Kaptur.9.19.02.docx,1,719,18.92,27.54,73.99,47.57,12.93,6.12,2.23,2.78,0.28,0.56,0.28,6.82,7.93,10.29,7.51,1.11,6.54,1.25,3.62,10.29,4.17,1.11,1.39,0.42,0,8.21,0,0.14,0.83,4.87,1.95,2.92,0.28,1.81,0.56,15.44,2.78,2.09,1.39,1.39,0.7,0.83,5.01,2.23,2.23,0.42,0.7,0,0.14,0.14,0,0,0,13.77,1.81,6.68,5.56,1.95,1.95,0,0.14,0.42,0,0.42,0,0,0.14,4.17,7.23,0,0.14,1.67,0,0.42,0,0.42,0.14,0,14.33
680.Kelly.6.5.98.docx,1,423,16.27,36.64,70.92,44.44,5.67,2.84,0.71,0.71,0,0.47,0.95,2.84,8.04,10.87,7.57,1.89,6.38,1.42,1.89,14.89,2.36,0.71,3.31,1.18,0,6.62,0,0,2.36,6.38,1.89,4.49,0.71,1.89,1.18,10.64,0.24,2.6,1.18,0.24,1.89,1.18,3.31,0.47,1.42,0.24,1.18,0,0.47,0.24,0.24,0,0,13.48,2.13,6.38,4.73,3.78,4.02,0,0.47,0.24,0.24,1.42,0,0,0,8.04,4.02,0,0,0.24,0,0.24,0,0,0,0,12.53
681.Kelly.6.25.98.docx,1,467,14.15,32.12,71.95,43.47,9.42,4.07,0.86,0.86,0,1.5,0.86,5.35,7.07,7.49,4.5,1.07,4.93,1.28,2.78,11.35,5.35,0.86,2.57,0.64,0,9.21,0.21,0.21,3.43,5.35,1.93,3.21,0.86,1.28,0.64,13.06,1.28,1.93,0.86,3.21,1.93,0.43,3.64,1.28,2.36,1.07,1.07,0.64,0.21,0,0.21,0,0,12.63,3.21,4.28,5.14,1.5,1.07,0.21,0.43,0.21,0,0.86,0,0,0,6.21,7.92,0,0,1.07,0,0,0,0,0.43,0,16.06
682.Kelly.3.5.98.docx,1,126,18,42.86,64.29,40.48,5.56,2.38,0.79,1.59,0,0,0,3.17,8.73,7.94,4.76,0.79,3.97,0.79,0.79,15.87,3.17,0.79,0.79,0.79,0,4.76,0,0,1.59,3.17,1.59,1.59,0.79,0,0,11.9,0,3.17,0.79,0,0.79,0.79,5.56,0.79,1.59,0,1.59,0,0,0,0,0,0,12.7,0,3.97,8.73,3.97,3.97,0,0,0,0,0,0,0,0,6.35,3.17,0,0,0,0,0,0,0,0,0,9.52
683.Kelly.5.22.98.docx,1,302,21.57,39.07,71.19,42.38,5.63,2.65,0.99,0,0,0.33,1.32,2.98,9.93,7.62,5.63,3.64,2.32,0.99,1.66,11.26,4.64,0.99,2.32,1.66,0,8.94,0.99,0,2.65,4.97,3.31,1.66,0,0.99,0.33,10.26,0.66,0.99,0.99,0.66,0.99,2.32,2.98,1.66,1.32,0,1.32,0,0.99,0,0,0,0.99,12.58,1.32,5.96,5.3,5.96,0.66,0.33,0.33,0.33,0.99,0.33,0,0.33,0,5.3,8.28,0,0,0,0,0.99,0,0,0,0.33,14.9
684.Kelly.3.24.98.docx,1,613,14.95,33.77,71.29,45.02,9.95,5.71,1.31,4.08,0.16,0,0.16,4.24,6.85,9.79,6.2,2.94,5.06,1.14,2.61,12.72,4.57,0.65,1.96,0.98,0,8.32,0,0.16,1.96,4.08,1.31,2.77,1.14,0.65,0.49,16.15,2.28,2.61,2.28,0.65,1.14,1.79,5.87,0.65,1.79,0.16,0.98,0.49,0.33,0.16,0,0,0.16,11.26,1.79,5.55,3.75,2.28,2.45,0,0,0.65,0.16,0.16,0.16,0.16,0,7.01,4.24,0,0,0.16,0,0.16,0,0.82,0,0,12.4
685.MoranVA.3.24.98.docx,1,572,12.43,29.02,75,51.57,11.01,6.99,0.7,1.22,0.52,0.35,4.2,4.02,8.22,13.29,9.27,5.77,4.9,0.7,3.5,13.64,2.1,1.05,2.8,1.92,0,12.06,0.35,0,3.5,3.85,0.87,2.97,0.87,1.75,0.35,11.01,1.05,2.97,0.52,1.4,0.87,1.57,2.97,1.05,0.87,0.17,0.35,0.35,0.7,0.7,0,0,0,9.27,1.57,5.24,2.1,2.62,1.75,0.52,0.7,0.87,0.35,0.35,0,0,0,8.39,5.59,0,0,0.17,0,0,0,0,0.35,0,14.86
686.Kilpatrick.9.20.06.docx,1,1520,14.62,26.97,74.21,46.97,9.21,4.74,1.18,1.45,0.66,0.26,1.18,4.47,8.62,11.38,7.89,1.18,7.04,1.12,2.57,11.91,4.41,1.12,1.97,0.66,0,8.62,0.13,0.2,2.43,4.87,2.7,2.17,0.2,1.12,0.46,11.84,0.99,0.86,1.32,0.46,1.38,1.18,4.8,1.38,1.05,0.33,0.66,0.07,1.25,0.07,0.59,0.13,0.46,13.49,2.11,7.11,3.88,2.3,2.57,0.2,0.33,0.46,0.39,0.79,0.07,0,0,8.42,5.99,0,0.07,0.26,0,0.59,0,0.07,0,0.33,15.72
687.KingIA.9.10.13.docx,1,4316,18.85,26.18,76.85,51.69,12.56,6.81,2.22,2.13,0.35,0.67,1.44,5.75,8.43,13.97,8.39,3.68,7.39,1.11,3.52,12.6,6.3,1.14,1.9,0.44,0,8.87,0.35,0.16,1.11,4.22,2.83,1.37,0.12,0.86,0.02,16.1,2.15,1.39,1.76,2.57,0.81,0.58,6.12,2.27,1.62,0.79,0.74,0.09,0.32,0.16,0.09,0,0.07,13.53,2.69,6.44,4.19,1.88,2.32,0.42,0.09,0.32,0.58,0.19,0.05,0.12,0.02,6.02,4.94,0.09,0.14,0.02,0,0.14,0,3.08,0.02,0,14.48
688.Dent.9.10.13.docx,1,266,16.62,29.7,79.32,51.5,16.17,9.02,4.14,0.38,1.13,0.75,2.63,7.14,5.26,9.4,4.89,3.38,4.51,0.38,4.14,14.66,5.26,1.13,2.63,0.38,0,10.53,0.75,0,1.88,6.02,3.01,3.01,0.75,0.75,0.38,13.16,1.88,1.88,1.13,1.88,0,0.75,3.76,1.5,1.88,0.38,0.75,0.38,0.38,0,0.38,0,0,11.65,1.13,8.27,2.26,1.88,1.88,0.75,0.75,0,4.14,1.13,0,0,0,6.02,5.64,0,0.38,0.38,0,0,0,1.5,0,0,13.91
689.Kinzinger.4.16.12.docx,1,146,18.25,32.88,73.29,36.3,7.53,2.05,1.37,0,0,0,0.68,5.48,10.96,6.85,2.74,0,6.16,0.68,1.37,12.33,2.05,0,0,0.68,0,5.48,0,0,2.05,12.33,10.96,1.37,0,0.68,0.68,10.96,1.37,2.74,2.74,0.68,0.68,0.68,3.42,0.68,0.68,0,0.68,0,0.68,0,0,0,0.68,16.44,2.74,9.59,3.42,4.79,6.85,0,0,0.68,0.68,0.68,0,0,0,5.48,3.42,0,0.68,0,0,0,0,2.05,0,0,11.64
690.Kirk.6.8.05.docx,1,3084,22.03,24.94,77.53,50.88,10.41,5.8,1.56,2.43,0.29,1.01,0.52,4.6,9.01,10.54,6.45,1.56,5.32,1.39,2.72,14.69,5.61,0.81,2.3,0.88,0,8.17,0.06,0.49,0.94,5.35,2.46,2.85,0.39,1.59,0.49,16.89,1.72,1.36,2.53,1.59,1.56,1.23,5.74,2.2,1.52,0.39,0.58,0.26,0.62,0.39,0.19,0,0.03,13,1.56,7.62,3.34,4.67,2.95,0.32,0.19,0.68,0.19,0.16,0.06,0,0.1,5.42,5.77,0.03,0.39,0.23,0,0.39,0,0.71,0.16,0.06,13.33
691.Andrews.6.8.05.docx,1,3778,20.99,23.19,83.19,57.46,13.1,6.03,2.01,1.91,0.16,0.56,1.4,7.07,9.93,14.11,9.24,1.75,8.73,1.72,3.55,14.29,5.85,1.16,1.48,1.09,0,8.97,0.08,0.45,1.91,5.32,3.2,2.12,0.37,1.14,0.16,16.91,2.59,2.17,2.91,1.67,0.95,0.74,5.06,2.44,1.27,0.37,0.61,0.21,0.32,0.11,0.16,0,0.05,11.14,1.91,6.14,3.02,2.86,2.28,0.29,0.24,0.79,0.24,0.11,0,0.05,0.03,5.19,4.24,0.05,0.11,0.05,0,0.34,0,0.45,0.42,0,11.28
692.Kirk.12.5.06.docx,1,2458,31.11,25.1,78.76,51.26,9.64,5.86,0.53,1.63,0.41,2.6,0.69,3.78,10.54,9.76,5.61,3.21,3.42,0.98,2.12,16.64,5.61,0.49,1.46,1.02,0,9.68,0.08,0.04,0.81,3.25,1.38,1.87,0.2,1.14,0.16,11.88,1.22,1.26,0.94,0.85,0.98,0.9,4.92,0.98,2.16,0.53,1.3,0.24,0.57,0.24,0.2,0,0.12,15.7,1.67,9.24,4.72,4.6,2.56,0.49,0.37,0.49,1.95,0.77,0,0.12,0.08,3.99,6.51,0.2,0.08,0.24,0,0.57,0,3.3,0,0,14.89
693.Kirk.7.30.08.docx,1,141,17.62,23.4,76.6,42.55,7.8,3.55,0.71,2.84,0,0,0,4.26,9.93,9.22,4.96,0.71,4.96,2.84,3.55,10.64,0.71,0,3.55,1.42,0,9.93,0,0,2.84,6.38,2.84,3.55,0,2.84,0.71,13.48,1.42,1.42,0.71,2.84,1.42,2.84,2.84,0,0.71,0,0.71,0,0,0,0,0,0,15.6,2.84,4.96,7.8,2.13,2.84,0.71,0.71,0.71,0.71,0,0,0,0,7.09,6.38,0.71,0,0,0,0.71,0,2.13,0,0,17.02
694.Kirk.6.8.09.docx,1,171,21.38,28.65,70.18,41.52,7.02,3.51,0.58,1.17,0,0.58,1.17,3.51,7.02,9.94,3.51,1.17,2.92,1.75,3.51,15.2,0,1.75,2.34,2.34,0,5.26,0,0,0.58,4.09,2.34,1.75,0,1.17,0.58,11.11,1.17,5.26,0,0,0,1.17,1.75,1.17,2.34,0,1.17,0.58,0.58,0,0,0,0.58,19.3,1.17,8.19,9.94,7.02,5.85,0,0,0.58,0,0,0,0,0,4.68,8.19,0,0,0,0,1.75,0,0,0,0,14.62
695.Kolbe.9.22.04.docx,1,217,18.08,27.65,86.64,53.92,10.14,3.23,1.38,0.92,0,0,0.92,6.91,12.9,10.6,8.76,2.3,8.29,0,3.69,14.75,3.69,0,1.38,0,0,12.44,0,0.46,4.61,7.37,3.69,3.69,0,2.3,0,12.44,0,0.92,1.38,0.92,2.76,1.84,4.61,0.46,0.46,0,0.46,0,0.92,0,0.92,0,0,15.21,4.15,6.45,4.15,1.84,0.46,0,0.46,0,0,0.46,0.46,0,0,5.53,3.23,0,0,0,0,0.46,0,0.46,0.46,0,10.6
696.Kucinich.9.10.02.docx,1,153,30.6,17.65,82.35,60.13,11.11,5.23,0,4.58,0,0,0.65,5.88,9.15,15.69,8.5,2.61,8.5,0,3.92,18.95,5.88,2.61,2.61,0,0,5.88,0,0,0,6.54,1.96,4.58,0,1.96,2.61,16.99,2.61,1.31,0,0,1.96,1.31,7.19,2.61,0.65,0,0.65,0,1.31,0,1.31,0,0,9.15,1.31,4.58,2.61,1.96,3.27,0.65,0,0.65,0,1.96,0,0,0,5.23,2.61,0,0,0,0,3.92,0,0,0,0,11.76
697.Kucinich.9.19.02.docx,1,629,17.97,21.94,82.35,56.44,12.08,4.61,0.32,2.38,0.64,0,1.27,7.47,10.02,14.15,10.33,2.07,8.74,1.43,3.18,14.63,2.86,1.75,1.11,1.11,0,6.84,0,0,0.64,7.79,2.07,5.72,0.32,5.09,0,15.74,2.38,1.11,1.43,2.38,2.23,1.27,3.5,2.7,0.79,0.16,0.64,0,0,0,0,0,0,11.61,1.59,6.2,3.66,2.38,2.86,0,0.32,0.64,0.32,1.75,0,0,0,5.41,4.77,0.48,0.16,0.32,0,0.79,0,1.43,0,0.16,13.51
698.Kucinich.10.3.02.docx,1,7180,25.37,26.59,78.98,50.45,9.25,3.18,0.63,1.91,0.04,0.08,0.52,6.07,9.33,11.02,6.5,1.25,6.43,1.06,2.1,15.85,5.21,1.2,1.59,0.56,0.01,7.06,0.06,0.06,1.71,6.57,3.04,3.54,0.43,2.74,0.22,16.85,2.65,2.31,1.48,1.39,1.56,1.38,5.17,1.87,1.16,0.29,0.71,0.08,0.38,0.18,0.11,0.08,0.01,12.2,1.57,7.24,3.08,2.8,2.51,0.19,0.15,0.36,0.22,0.63,0.06,0.06,0.03,5.21,6.28,0.18,0.22,0.11,0,0.45,0,1.82,0.43,0.13,15.26
699.Kucinich.1.8.03.docx,1,1020,17.89,22.84,83.24,51.86,7.94,3.24,0.1,2.45,0,0.1,0.59,4.71,8.73,10.1,6.96,0.49,6.47,1.67,1.86,18.14,5.1,1.57,1.76,1.47,0,7.65,0.1,0,1.47,6.96,3.14,3.82,0.2,3.24,0.2,14.31,0.88,2.75,1.37,0.98,1.27,1.86,4.71,1.57,0.78,0,0.39,0.1,1.37,0.1,0.88,0,0.39,12.06,1.08,7.65,2.84,4.61,3.92,0.29,0.39,2.75,0.2,1.67,0,0,0,5.2,4.12,0.1,0,0.78,0,0.59,0,0.59,0,0.49,11.86
700.Kucinich.1.27.03.docx,1,168,16.8,23.21,85.71,57.74,8.93,3.57,0,3.57,0,0,0,5.36,9.52,14.29,9.52,0,10.12,1.19,4.76,17.26,5.95,0.6,1.79,1.19,0,7.14,0,0,2.38,7.74,1.79,5.95,0,5.95,0,14.29,1.19,1.19,2.98,2.38,0.6,0,5.36,2.98,1.19,0.6,0.6,0,0.6,0,0,0,0.6,14.29,1.19,8.33,2.98,2.98,2.38,0.6,0,0,0,0.6,0,0,0,5.36,4.76,0,0.6,1.79,0,0,0,0,0,0,12.5
