"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"2607",2267,"Libya","Shaheen",1,"4/6/2011","Senate Hearings","Ingroup",1,0.0266
"2611",2218,"Libya","Shaheen",1,"6/28/2011","Senate Hearings","Ingroup",1,0.0385
"2624",1294,"North Korea","Sherman",1,"3/16/2000","House Hearings","Ingroup",9,0.0148
"2627",1572,"Afghanistan","Sherman",1,"9/14/2001","House","Ingroup",1,0.0283
"2630",1807,"North Korea","Sherman",1,"2/17/2005","House Hearings","Ingroup",1,0.0189
"2638",1382,"Iran","Sherman",1,"3/15/2007","House Hearings","Ingroup",3,0.0122
"2646",1772,"Iran","Sherman",1,"9/26/2008","House","Ingroup",1,0.0168
"2649",1962,"Russia","Sherman",1,"11/9/2008","House Hearings","Ingroup",1,0.0142
"2653",1287,"Libya","Sherman",1,"5/25/2011","House Hearings","Ingroup",2,0.0567
"2656",1016,"Libya","Sherman",1,"6/3/2011","House","Ingroup",1,0.0096
"2659",1058,"Libya","Sherman",1,"6/24/2011","House","Ingroup",1,0.0261
"2670",1357,"Sudan","Sires",1,"2/8/2007","House Hearings","Ingroup",1,0.0531
"2676",1582,"Afghanistan","Skelton",1,"9/14/2001","House","Ingroup",1,0.0198
"2679",1329,"Iraq","Skelton",1,"10/10/2002","House","Ingroup",1,0.013
"2682",1117,"Iran","Skelton",1,"2/1/2006","House","Ingroup",1,0.0141
"2685",1544,"Iraq","SmithWA",1,"10/9/2002","House","Ingroup",3,0.0281
"2689",1045,"Libya","SmithWA",1,"6/24/2011","House","Ingroup",2,0.0103
"2695",2138,"Sudan","Snyder",1,"6/15/2004","Senate Hearings","Ingroup",3,0.005
"2699",1620,"Afghanistan","Spratt",1,"9/14/2001","House","Ingroup",1,0.0341
"2702",1328,"Iraq","Spratt",1,"10/10/2002","House","Ingroup",2,0.0121
"2704",521,"Iraq","Stabenow",1,"10/9/2002","Senate","Ingroup",2,0.0613
"2707",1752,"Afghanistan","Stark",1,"9/14/2001","House","Ingroup",1,0.025
"2711",1545,"Iraq","Stark",1,"10/9/2002","House","Ingroup",1,0.0119
"2715",1789,"Iran","Stark",1,"9/28/2006","House","Ingroup",2,0.0831
"2718",1072,"Libya","Stark",1,"6/24/2011","House","Ingroup",2,0.0565
"2721",362,"Iraq","Stevens",1,"10/7/2002","Senate","Ingroup",6,0.0259
"2726",1257,"Iraq","Stupak",1,"10/9/2002","House","Ingroup",1,0.0122
"2730",1638,"Afghanistan","Tanner",1,"9/14/2001","House","Ingroup",3,0.0345
"2733",1259,"Iraq","Tanner",1,"10/9/2002","House","Ingroup",3,0.0508
"2736",1407,"Iraq","Tauscher",1,"10/10/2002","House","Ingroup",2,0.1
"2738",1704,"Afghanistan","ThompsonCA",1,"9/14/2001","House","Ingroup",2,0.1177
"2744",1673,"Afghanistan","TurnerTX",1,"9/14/2001","House","Ingroup",1,0.0749
"2748",1550,"Iraq","TurnerTX",1,"10/9/2002","House","Ingroup",2,0.023
"2752",1724,"Afghanistan","UdallCO",1,"9/14/2001","House","Ingroup",1,0.0271
"2758",1125,"Iraq","UdallNM",1,"10/1/2002","House","Ingroup",1,0.0116
"2764",2124,"Iran","UdallNM",1,"7/25/2012","Senate Hearings","Ingroup",1,0.0787
"2767",445,"Syria","UdallNM",1,"6/17/2013","Senate","Ingroup",2,0.0259
"2769",1643,"Afghanistan","Underwood",1,"9/14/2001","House","Ingroup",1,0.0402
"2772",1437,"Iraq","Underwood",1,"10/10/2002","House","Ingroup",2,0.023
"2777",976,"Syria","Vargas",1,"3/20/2013","House Hearings","Ingroup",1,0.0208
"2779",1126,"Iraq","Vargas",1,"9/10/2013","House","Ingroup",1,0.0649
"2783",1552,"Iraq","Velazquez",1,"10/9/2002","House","Ingroup",1,0.0172
"2787",835,"Sudan","Waters",1,"7/21/2004","House","Ingroup",1,0.0412
"2793",876,"Sudan","Waters",1,"7/30/2007","House","Ingroup",1,0.0248
"2796",560,"Iran","Waters",1,"4/15/2008","House","Ingroup",3,0.0104
"2797",1741,"Afghanistan","Watson",1,"9/14/2001","House","Ingroup",1,0.0253
"2800",1261,"Iraq","Watson",1,"10/9/2002","House","Ingroup",2,0.0296
"2803",1943,"North Korea","Watson",1,"4/28/2005","House Hearings","Ingroup",1,0.0234
"2808",1219,"Sudan","Watson",1,"11/1/2005","House Hearings","Ingroup",1,0.0092
"2813",1887,"Sudan","Watson",1,"11/1/2005","House Hearings","Ingroup",1,0.0044
"2818",1844,"Sudan","Watson",1,"5/18/2006","House Hearings","Ingroup",2,0.0305
"2821",1873,"North Korea","Watson",1,"11/15/2006","House Hearings","Ingroup",1,0.0262
"2823",1210,"Russia","Watson",1,"5/5/2008","House","Ingroup",1,0.0118
"2831",1415,"Iraq","Waxman",1,"10/10/2002","House","Ingroup",2,0.01
"2834",2060,"Iran","Webb",1,"3/29/2007","Senate Hearings","Ingroup",1,0.0115
"2844",451,"Russia","Wellstone",1,"2/8/2000","Senate","Ingroup",2,0.0213
"2849",452,"Russia","Wellstone",1,"2/23/2000","Senate","Ingroup",2,0.0152
"2854",2281,"Russia","Wellstone",1,"3/1/2000","Senate Hearings","Ingroup",3,0.0348
"2862",454,"Russia","Wellstone",1,"6/21/2000","Senate","Ingroup",1,0.0085
"2867",453,"Russia","Wellstone",1,"7/21/2000","Senate","Ingroup",3,0.0288
"2871",2174,"Iraq","Wellstone",1,"3/1/2001","Senate Hearings","Ingroup",4,0.0201
"2873",1994,"Afghanistan","Wellstone",1,"12/6/2001","Senate Hearings","Ingroup",1,0.014
"2875",2208,"Iraq","Wellstone",1,"7/31/2002","Senate Hearings","Ingroup",1,0.0471
"2878",455,"Iraq","Wellstone",1,"10/3/2002","Senate","Ingroup",1,0.0055
"2882",506,"Iraq","Wellstone",1,"10/7/2002","Senate","Ingroup",2,0.0227
"2886",457,"Kosovo","Wellstone",1,"9/23/1998","Senate","Ingroup",8,0.056
"2891",456,"Kosovo","Wellstone",1,"10/8/1998","Senate","Ingroup",1,0.0084
"2895",2274,"Russia","Wellstone",1,"11/4/1999","Senate Hearings","Ingroup",2,0.0494
"2907",1361,"Sudan","Woolsey",1,"2/8/2007","House Hearings","Ingroup",2,0.0763
"2916",1006,"Libya","Woolsey",1,"6/3/2011","House","Ingroup",1,0.0312
"2919",1728,"Afghanistan","Wu",1,"9/14/2001","House","Ingroup",1,0.029
"2933",510,"Iraq","Wyden",1,"10/7/2002","Senate","Ingroup",1,0.0047
"2939",1557,"Iraq","Wynn",1,"10/9/2002","House","Ingroup",1,0.0074
"2944",1223,"Iraq","Aderholt",0,"10/9/2002","House","Ingroup",1,0.0187
"2945",52,"North Korea","Akaka",0,"10/1/1999","Senate","Ingroup",1,0.0149
"2947",17,"Iraq","Akaka",0,"4/10/2002","Senate","Ingroup",1,0.0151
"2951",431,"Iraq","Akaka",0,"10/10/2002","Senate","Ingroup",2,0.0085
"2954",1220,"Iran","Akin",0,"5/20/2009","House","Ingroup",4,0.0167
"2956",1765,"Iran","Akin",0,"9/25/2009","House","Ingroup",4,0.0507
"2960",2135,"Sudan","Alexander",0,"6/15/2004","Senate Hearings","Ingroup",2,0.0115
"2965",502,"Iraq","Allard",0,"10/7/2002","Senate","Ingroup",3,0.0159
"2969",361,"Iraq","AllenVA",0,"10/7/2002","Senate","Ingroup",10,0.0413
"2972",2339,"North Korea","AllenVA",0,"2/4/2003","Senate Hearings","Ingroup",1,0.0198
"2976",351,"Syria","AllenVA",0,"11/11/2003","Senate","Ingroup",3,0.0145
"2982",1720,"Afghanistan","Armey",0,"9/14/2001","House","Ingroup",2,0.0193
"2986",1435,"Iraq","Armey",0,"10/10/2002","House","Ingroup",2,0.013
"2991",2422,"Sudan","Ashcroft",0,"5/15/1997","Senate Hearings","Ingroup",8,0.0191
"2997",1845,"Russia","Ballenger",0,"5/12/1999","House Hearings","Ingroup",1,0.0291
"3005",467,"Iran","Bartlett",0,"7/10/2008","House","Ingroup",4,0.0063
"3008",1224,"Iraq","Bass",0,"10/9/2002","House","Ingroup",1,0.0339
"3011",358,"Iraq","Bennett",0,"10/7/2002","Senate","Ingroup",2,0.0097
"3017",558,"Iraq","Bennett",0,"2/27/2003","Senate","Ingroup",2,0.0157
"3021",7,"Iraq","Bennett",0,"3/6/2003","Senate","Ingroup",1,0.0076
"3025",53,"Kosovo","Bennett",0,"3/19/1999","Senate","Ingroup",5,0.0308
"3031",1912,"Russia","Bereuter",0,"10/6/1999","House Hearings","Ingroup",1,0.054
"3034",980,"North Korea","Bereuter",0,"10/13/1999","House Hearings","Ingroup",2,0.0295
"3040",1221,"Iran","BishopUT",0,"5/20/2009","House","Ingroup",1,0.0141
"3043",1766,"Iran","BishopUT",0,"9/25/2009","House","Ingroup",2,0.0114
"3047",20,"Iran","Blunt",0,"3/17/2011","Senate","Ingroup",1,0.0077
"3050",1462,"Iraq","Boehlert",0,"10/9/2002","House","Ingroup",2,0.0379
"3052",1567,"Afghanistan","Boehner",0,"9/14/2001","House","Ingroup",1,0.0453
"3055",1225,"Iraq","Boehner",0,"10/9/2002","House","Ingroup",2,0.0298
"3059",720,"Iran","Boehner",0,"4/26/2006","House","Ingroup",3,0.1649
"3061",1027,"Libya","Boehner",0,"6/3/2011","House","Ingroup",1,0.0162
"3067",23,"Iraq","Bond",0,"10/9/2002","Senate","Ingroup",1,0.0114
"3070",22,"Iraq","Bond",0,"1/29/2003","Senate","Ingroup",3,0.0145
"3075",21,"Iraq","Bond",0,"1/29/1998","Senate","Ingroup",1,0.0203
"3086",1464,"Iraq","Bono",0,"10/9/2002","House","Ingroup",3,0.0678
"3090",769,"Iraq","Brady",0,"3/19/2003","House","Ingroup",13,0.0634
"3097",2161,"Iraq","Brownback",0,"3/22/2000","Senate Hearings","Ingroup",3,0.0112
"3101",2168,"Iraq","Brownback",0,"6/28/2000","Senate Hearings","Ingroup",5,0.0241
"3104",2173,"Iraq","Brownback",0,"3/1/2001","Senate Hearings","Ingroup",5,0.022
"3110",2487,"Sudan","Brownback",0,"6/11/2002","Senate Hearings","Ingroup",1,0.0132
"3114",30,"North Korea","Brownback",0,"7/15/2002","Senate","Ingroup",6,0.0296
"3124",2393,"North Korea","Brownback",0,"3/6/2003","Senate Hearings","Ingroup",3,0.0193
"3129",2140,"Sudan","Brownback",0,"6/15/2004","Senate Hearings","Ingroup",1,0.022
"3132",2363,"North Korea","Brownback",0,"7/15/2004","Senate Hearings","Ingroup",3,0.0275
"3136",31,"Sudan","Brownback",0,"7/22/2004","Senate","Ingroup",2,0.018
"3140",2470,"Sudan","Brownback",0,"9/9/2004","Senate Hearings","Ingroup",1,0.0063
"3145",38,"North Korea","Brownback",0,"9/24/2004","Senate","Ingroup",6,0.0438
"3151",33,"Iraq","Brownback",0,"3/1/2005","Senate","Ingroup",2,0.0481
"3155",34,"Sudan","Brownback",0,"3/1/2005","Senate","Ingroup",1,0.0064
"3159",35,"Russia","Brownback",0,"3/15/2005","Senate","Ingroup",2,0.0351
"3163",37,"Sudan","Brownback",0,"10/19/2005","Senate","Ingroup",1,0.0108
"3166",28,"North Korea","Brownback",0,"7/13/2006","Senate","Ingroup",1,0.008
"3170",29,"Iran","Brownback",0,"9/7/2006","Senate","Ingroup",1,0.0146
"3173",39,"Sudan","Brownback",0,"9/14/2006","Senate","Ingroup",2,0.0296
"3177",49,"Sudan","Brownback",0,"10/25/2007","Senate","Ingroup",2,0.0354
"3181",59,"North Korea","Brownback",0,"4/29/2008","Senate","Ingroup",9,0.0352
"3186",62,"North Korea","Brownback",0,"6/27/2008","Senate","Ingroup",4,0.0208
"3192",2025,"Iran","Brownback",0,"5/14/1998","Senate Hearings","Ingroup",1,0.0059
"3194",330,"Iran","Brownback",0,"5/22/1998","Senate","Ingroup",1,0.0112
"3198",26,"Sudan","Brownback",0,"2/3/1999","Senate","Ingroup",3,0.031
"3202",291,"Kosovo","Brownback",0,"3/23/1999","Senate","Ingroup",1,0.0136
"3207",1454,"Iraq","Bryant",0,"10/10/2002","House","Ingroup",1,0.0244
"3210",317,"Kosovo","Bunning",0,"3/19/1999","Senate","Ingroup",1,0.0108
"3213",290,"Kosovo","Bunning",0,"3/23/1999","Senate","Ingroup",2,0.0202
"3217",509,"Iraq","Burns",0,"10/7/2002","Senate","Ingroup",2,0.0146
"3221",2103,"Iraq","Burns",0,"5/21/1998","Senate Hearings","Ingroup",1,0.0109
"3225",1466,"Iraq","Burr",0,"10/9/2002","House","Ingroup",3,0.0448
"3230",1862,"North Korea","Burton",0,"6/29/2006","House Hearings","Ingroup",1,0.015
"3233",1146,"Iran","Burton",0,"7/9/2008","House Hearings","Ingroup",4,0.0278
"3237",574,"Iran","Burton",0,"2/23/2010","House","Ingroup",2,0.0337
"3239",572,"Iran","Burton",0,"4/15/2010","House","Ingroup",1,0.0137
"3246",1274,"Libya","Burton",0,"5/25/2011","House Hearings","Ingroup",4,0.0576
"3251",1062,"Libya","Burton",0,"6/24/2011","House","Ingroup",1,0.0111
"3252",1967,"Russia","Burton",0,"7/7/2011","House Hearings","Ingroup",1,0.0572
"3255",1621,"Afghanistan","Buyer",0,"9/14/2001","House","Ingroup",2,0.1034
"3263",578,"Iraq","Buyer",0,"3/6/2003","House","Ingroup",2,0.0048
"3266",1467,"Iraq","Callahan",0,"10/9/2002","House","Ingroup",1,0.042
"3268",1762,"Afghanistan","Camp",0,"9/14/2001","House","Ingroup",1,0.0408
"3272",1230,"Iraq","Camp",0,"10/9/2002","House","Ingroup",3,0.0297
"3275",2329,"North Korea","CampbellJ",0,"3/1/2011","Senate Hearings","Ingroup",4,0.0154
"3279",2285,"North Korea","Campbell",0,"9/10/1998","Senate Hearings","Ingroup",1,0.0037
"3283",1848,"Russia","CampbellT",0,"5/12/1999","House Hearings","Ingroup",5,0.0435
"3288",1914,"Russia","CampbellT",0,"10/6/1999","House Hearings","Ingroup",1,0.0093
"3289",2104,"Iraq","Campbell",0,"5/21/1998","Senate Hearings","Ingroup",1,0.046
"3290",1569,"Afghanistan","Cantor",0,"9/14/2001","House","Ingroup",2,0.1327
"3297",718,"Iran","Cantor",0,"4/26/2006","House","Ingroup",1,0.0286
"3300",2344,"North Korea","Carter",0,"2/4/2003","Senate Hearings","Ingroup",2,0.0053
"3304",2394,"North Korea","Carter",0,"3/6/2003","Senate Hearings","Ingroup",3,0.0054
"3308",2364,"North Korea","Carter",0,"7/15/2004","Senate Hearings","Ingroup",6,0.0119
"3315",1471,"Iraq","Castle",0,"10/9/2002","House","Ingroup",2,0.0309
"3318",1678,"Afghanistan","Chabot",0,"9/14/2001","House","Ingroup",1,0.0677
"3323",1931,"North Korea","Chabot",0,"4/28/2005","House Hearings","Ingroup",1,0.0204
"3324",1390,"Iran","Chabot",0,"3/6/2007","House Hearings","Ingroup",1,0.0411
"3328",945,"Iran","Chabot",0,"7/27/2011","House Hearings","Ingroup",11,0.0462
"3331",908,"Iran","Chabot",0,"10/14/2011","House Hearings","Ingroup",1,0.0105
"3333",797,"North Korea","Chabot",0,"2/15/2013","House","Ingroup",1,0.0435
"3338",2186,"Iraq","Chafee",0,"7/31/2002","Senate Hearings","Ingroup",3,0.0285
"3345",353,"Syria","Chafee",0,"11/11/2003","Senate","Ingroup",1,0.0253
"3350",1468,"Iraq","Chambliss",0,"10/9/2002","House","Ingroup",1,0.0193
"3355",492,"Syria","Coats",0,"9/9/2013","Senate","Ingroup",1,0.0054
"3360",2012,"Syria","Coleman",0,"10/30/2003","Senate Hearings","Ingroup",1,0.0172
"3372",466,"Iraq","Collins",0,"10/10/2002","Senate","Ingroup",5,0.0248
"3374",68,"Iran","Collins",0,"5/22/2013","Senate","Ingroup",1,0.0246
"3378",69,"Syria","Collins",0,"9/11/2013","Senate","Ingroup",4,0.0186
"3383",1276,"Libya","ConnollyVA",0,"5/25/2011","House Hearings","Ingroup",3,0.0521
"3386",1029,"Libya","ConnollyVA",0,"6/3/2011","House","Ingroup",1,0.0256
"3389",910,"Iran","ConnollyVA",0,"10/14/2011","House Hearings","Ingroup",2,0.0358
"3392",1288,"North Korea","Cooksey",0,"3/16/2000","House Hearings","Ingroup",1,0.0065
"3393",1849,"Russia","Cooksey",0,"5/12/1999","House Hearings","Ingroup",3,0.0309
"3395",1916,"Russia","Cooksey",0,"10/6/1999","House Hearings","Ingroup",2,0.0155
"3396",983,"North Korea","Cooksey",0,"10/13/1999","House Hearings","Ingroup",1,0.0134
"3399",243,"Syria","Cornyn",0,"3/15/2012","Senate","Ingroup",2,0.0165
"3403",235,"Syria","Cornyn",0,"9/11/2013","Senate","Ingroup",1,0.0038
"3405",1348,"Sudan","Costa",0,"2/8/2007","House Hearings","Ingroup",1,0.2398
"3408",1315,"Iraq","Cox",0,"10/10/2002","House","Ingroup",2,0.0178
"3410",984,"North Korea","Cox",0,"10/13/1999","House Hearings","Ingroup",1,0.0036
"3416",1234,"Iraq","Crane",0,"10/9/2002","House","Ingroup",2,0.0542
"3419",1449,"Iraq","Crane",0,"10/10/2002","House","Ingroup",2,0.0241
"3424",1421,"Iraq","Cubin",0,"10/10/2002","House","Ingroup",1,0.0281
"3426",1104,"Kosovo","Cunningham",0,"3/17/1998","House","Ingroup",1,0.0291
"3429",1476,"Iraq","Cunningham",0,"10/9/2002","House","Ingroup",4,0.0602
"3431",1683,"Afghanistan","DavisT",0,"9/14/2001","House","Ingroup",2,0.115
"3433",1258,"Iraq","DavisT",0,"10/9/2002","House","Ingroup",1,0.0227
"3438",1433,"Iraq","Delay",0,"10/10/2002","House","Ingroup",1,0.0118
"3448",621,"Syria","Dent",0,"9/10/2013","House","Ingroup",3,0.0111
"3450",688,"Syria","Dent",0,"9/10/2013","House","Ingroup",2,0.0729
"3454",465,"Iraq","DeWine",0,"10/10/2002","Senate","Ingroup",3,0.0102
"3459",80,"Sudan","DeWine",0,"5/6/2004","Senate","Ingroup",1,0.0172
"3465",1558,"Afghanistan","Diaz-Balart",0,"9/14/2001","House","Ingroup",7,0.2241
"3470",2159,"Kosovo","Dole",0,"6/24/1998","Senate Hearings","Ingroup",3,0.008
"3475",87,"Iran","Domenici",0,"2/22/2000","Senate","Ingroup",2,0.0202
"3483",2105,"Iraq","Domenici",0,"5/21/1998","Senate Hearings","Ingroup",1,0.0102
"3487",335,"Iran","Domenici",0,"5/22/1998","Senate","Ingroup",2,0.0119
"3490",91,"Kosovo","Domenici",0,"10/5/1998","Senate","Ingroup",3,0.0772
"3493",88,"Kosovo","Domenici",0,"10/7/1998","Senate","Ingroup",2,0.0198
"3500",1594,"Afghanistan","Dreier",0,"9/14/2001","House","Ingroup",1,0.0377
"3502",598,"Russia","Dreier",0,"9/16/2009","House","Ingroup",1,0.0631
"3507",596,"Russia","Dreier",0,"1/19/2011","House","Ingroup",2,0.0297
"3512",597,"Russia","Dreier",0,"6/22/2011","House","Ingroup",1,0.0147
"3514",1090,"Libya","Dreier",0,"6/24/2011","House","Ingroup",3,0.1114
"3520",603,"Iraq","Duncan",0,"2/26/2003","House","Ingroup",2,0.0268
"3525",602,"Iraq","Duncan",0,"2/12/1998","House","Ingroup",1,0.0542
"3528",604,"Kosovo","Duncan",0,"10/5/1998","House","Ingroup",5,0.0841
"3532",1418,"Iraq","Ehlers",0,"10/10/2002","House","Ingroup",2,0.0256
"3536",2423,"Sudan","Emerson",0,"5/15/1997","Senate Hearings","Ingroup",13,0.0296
"3548",473,"Iraq","Ensign",0,"10/10/2002","Senate","Ingroup",2,0.009
"3553",527,"Iraq","Enzi",0,"10/9/2002","Senate","Ingroup",2,0.0071
"3565",2126,"Iran","Fitzpatrick",0,"3/3/2009","Senate Hearings","Ingroup",2,0.0099
"3569",2331,"North Korea","FlakeGL",0,"3/1/2011","Senate Hearings","Ingroup",8,0.0248
"3579",1756,"Afghanistan","Forbes",0,"9/14/2001","House","Ingroup",2,0.0425
"3585",1879,"North Korea","Fortenberry",0,"11/15/2006","House Hearings","Ingroup",2,0.0967
"3586",1948,"Russia","Fortenberry",0,"11/9/2008","House Hearings","Ingroup",1,0.0508
"3588",1014,"Libya","Fortenberry",0,"6/3/2011","House","Ingroup",1,0.0306
"3593",620,"Syria","Fortenberry",0,"9/10/2013","House","Ingroup",2,0.0137
"3598",622,"Iran","Foxx",0,"11/15/2006","House","Ingroup",2,0.0957
"3602",628,"Iran","Franks",0,"9/15/2005","House","Ingroup",2,0.0114
"3606",629,"Iran","Franks",0,"9/29/2008","House","Ingroup",6,0.0342
"3614",627,"Iran","Franks",0,"3/25/2010","House","Ingroup",5,0.013
"3618",625,"Iran","Franks",0,"8/2/2012","House","Ingroup",5,0.0183
"3626",217,"Sudan","Frist",0,"3/2/2000","Senate","Ingroup",2,0.0098
"3629",2483,"Sudan","Frist",0,"6/11/2002","Senate Hearings","Ingroup",2,0.0125
"3633",518,"Iraq","Frist",0,"10/9/2002","Senate","Ingroup",1,0.0049
"3637",216,"Sudan","Frist",0,"6/25/2004","Senate","Ingroup",2,0.0427
"3640",2464,"Sudan","Frist",0,"9/9/2004","Senate Hearings","Ingroup",2,0.0192
"3643",220,"Sudan","Frist",0,"10/1/2004","Senate","Ingroup",1,0.0082
"3648",213,"Sudan","Frist",0,"12/8/2004","Senate","Ingroup",7,0.0393
"3652",221,"Sudan","Frist",0,"10/24/2005","Senate","Ingroup",2,0.0274
"3656",219,"Sudan","Frist",0,"5/1/2006","Senate","Ingroup",2,0.0161
"3658",215,"North Korea","Frist",0,"7/25/2006","Senate","Ingroup",1,0.009
"3662",1491,"Iraq","Gallegly",0,"10/9/2002","House","Ingroup",2,0.0266
"3665",859,"Sudan","Garrett",0,"7/30/2007","House","Ingroup",4,0.0463
"3672",1366,"Iraq","Gejdenson",0,"3/23/2000","House Hearings","Ingroup",1,0.0104
"3675",1197,"Russia","Gejdenson",0,"9/27/2000","House Hearings","Ingroup",3,0.034
"3678",1817,"Russia","Gejdenson",0,"9/27/2000","House Hearings","Ingroup",3,0.035
"3681",1852,"Russia","Gejdenson",0,"5/12/1999","House Hearings","Ingroup",3,0.0174
"3684",1918,"Russia","Gejdenson",0,"10/6/1999","House Hearings","Ingroup",4,0.0253
"3686",986,"North Korea","Gejdenson",0,"10/13/1999","House Hearings","Ingroup",2,0.0376
"3689",1492,"Iraq","Gekas",0,"10/9/2002","House","Ingroup",2,0.0564
"3697",1420,"Iraq","Gillmor",0,"10/10/2002","House","Ingroup",1,0.0231
"3702",1102,"Kosovo","Gilman",0,"3/17/1998","House","Ingroup",3,0.0574
"3705",1290,"North Korea","Gilman",0,"3/16/2000","House Hearings","Ingroup",6,0.0415
"3709",1367,"Iraq","Gilman",0,"3/23/2000","House Hearings","Ingroup",2,0.0124
"3712",1198,"Russia","Gilman",0,"9/27/2000","House Hearings","Ingroup",3,0.0192
"3715",1818,"Russia","Gilman",0,"9/27/2000","House Hearings","Ingroup",2,0.014
"3717",1694,"Afghanistan","Gilman",0,"9/14/2001","House","Ingroup",2,0.0853
"3719",636,"Iraq","Gilman",0,"8/3/1998","House","Ingroup",2,0.0302
"3721",789,"Iran","Gilman",0,"8/3/1998","House","Ingroup",2,0.0321
"3723",638,"Iraq","Gilman",0,"10/5/1998","House","Ingroup",1,0.0101
"3727",1853,"Russia","Gilman",0,"5/12/1999","House Hearings","Ingroup",6,0.0265
"3730",1919,"Russia","Gilman",0,"10/6/1999","House Hearings","Ingroup",8,0.04
"3734",987,"North Korea","Gilman",0,"10/13/1999","House Hearings","Ingroup",6,0.0295
"3735",1625,"Afghanistan","Goodlatte",0,"9/14/2001","House","Ingroup",1,0.0651
"3741",874,"Sudan","Goodlatte",0,"7/30/2007","House","Ingroup",1,0.0181
"3746",222,"Kosovo","Gorton",0,"3/19/1999","Senate","Ingroup",1,0.0139
"3749",288,"Kosovo","Gorton",0,"3/23/1999","Senate","Ingroup",1,0.0281
"3752",643,"Syria","Gosar",0,"9/10/2013","House","Ingroup",1,0.048
"3758",379,"Iraq","GrahamFL",0,"10/9/2002","Senate","Ingroup",13,0.0351
"3765",223,"Syria","GrahamFL",0,"11/20/2003","Senate","Ingroup",2,0.0455
"3769",224,"Iraq","Grams",0,"2/27/1998","Senate","Ingroup",2,0.0084
"3774",226,"Kosovo","Grams",0,"3/24/1999","Senate","Ingroup",1,0.0204
"3777",378,"Iraq","Grassley",0,"10/9/2002","Senate","Ingroup",1,0.0056
"3779",1237,"Iraq","Graves",0,"10/9/2002","House","Ingroup",2,0.0511
"3785",1495,"Iraq","Greenwood",0,"10/9/2002","House","Ingroup",3,0.0375
"3789",501,"Iraq","Gregg",0,"10/7/2002","Senate","Ingroup",2,0.0089
"3796",227,"Iraq","Gregg",0,"2/12/1998","Senate","Ingroup",3,0.0109
"3800",228,"Kosovo","Gregg",0,"3/19/1999","Senate","Ingroup",2,0.0089
"3804",1083,"Libya","GriffinAR",0,"6/24/2011","House","Ingroup",2,0.0833
"3806",1692,"Afghanistan","Grucci",0,"9/14/2001","House","Ingroup",1,0.0568
"3809",645,"Iraq","Grucci",0,"9/25/2002","House","Ingroup",3,0.0461
"3812",2001,"Afghanistan","Hagel",0,"6/26/2002","Senate Hearings","Ingroup",2,0.0181
"3819",2466,"Sudan","Hagel",0,"9/9/2004","Senate Hearings","Ingroup",3,0.0588
"3823",2056,"Iran","Hagel",0,"3/29/2007","Senate Hearings","Ingroup",1,0.0128
"3826",2047,"Iran","Hagel",0,"7/9/2008","Senate Hearings","Ingroup",1,0.0079
"3829",2106,"Iraq","Hagel",0,"5/21/1998","Senate Hearings","Ingroup",1,0.0119
"3831",1642,"Afghanistan","Hansen",0,"9/14/2001","House","Ingroup",1,0.0381
"3834",1559,"Afghanistan","Hastert",0,"9/14/2001","House","Ingroup",1,0.0169
"3839",363,"Iraq","Hatch",0,"10/7/2002","Senate","Ingroup",6,0.0183
"3846",197,"Iran","Helms",0,"2/22/2000","Senate","Ingroup",1,0.0057
"3849",2280,"Russia","Helms",0,"3/1/2000","Senate Hearings","Ingroup",2,0.0132
"3853",2288,"North Korea","Helms",0,"5/23/2001","Senate Hearings","Ingroup",2,0.019
"3855",1991,"Afghanistan","Helms",0,"12/6/2001","Senate Hearings","Ingroup",2,0.0197
